Frame,CentroidX,CentroidY,Displacement,CumulativeDistance,Area,Perimeter,Circularity,Eccentricity,MajorAxisLength,MinorAxisLength,Solidity,Extent
205,177.9005525,149.7632976,0.400428469,236.1059112,9231,453.298,0.564535178,0.853796593,160.6086069,83.61392316,0.877972228,0.650253593
206,177.5837983,149.7098712,0.321228266,236.4271394,9320,458.393,0.557377999,0.854125039,161.5044423,83.99324453,0.871109449,0.641166758
207,178.0805742,150.9422674,1.328753762,237.7558932,9544,460.75,0.564949472,0.848564015,161.6479367,85.52674742,0.881011723,0.656576775
208,178.1459637,149.9572505,0.987184972,238.7430782,9427,451.554,0.580983748,0.844138366,159.8392632,85.693885,0.881687243,0.642866885
209,178.546091,150.8575369,0.985199205,239.7282774,9427,454.87,0.572543886,0.847743633,160.4995463,85.12995391,0.881934699,0.656842252
210,177.846977,149.9186731,1.17056636,240.8988437,9345,466.059,0.540639001,0.851652323,162.0901783,84.95262387,0.869140625,0.646981446
211,178.6524666,150.599453,1.054644418,241.9534882,9507,460.237,0.564014537,0.848434568,161.7648557,85.62218296,0.87028561,0.678393036
212,178.5364302,150.2412769,0.376503109,242.3299913,9429,454.135,0.574520529,0.846387948,160.8610546,85.669264,0.873783709,0.656981605
213,178.5364302,150.2412769,0,242.3299913,9429,454.135,0.574520529,0.846387948,160.8610546,85.669264,0.873783709,0.656981605
214,178.3710942,151.1012645,0.875736631,243.2057279,9569,460.767,0.566387531,0.847074757,161.1816657,85.66382562,0.878292795,0.644290331
215,178.0898353,150.2593195,0.887681249,244.0934091,9228,446.716,0.581104762,0.850181996,159.4679882,83.95812759,0.877603424,0.629296236
216,178.4059172,150.4988704,0.39660104,244.4900102,9295,453.819,0.567144741,0.857529915,161.2753752,82.96555284,0.875482716,0.657820241
217,178.1705908,150.3211906,0.29487044,244.7848806,9004,446.261,0.568155849,0.855136341,159.0205952,82.43677931,0.875194401,0.645448029
218,178.3558202,150.401516,0.201896258,244.9867769,9235,444.012,0.588650271,0.850763218,159.284107,83.71163275,0.882296742,0.657763533
219,178.5025219,150.4523026,0.155243898,245.1420208,9120,445.558,0.577292893,0.850799051,158.8737522,83.48675477,0.875912409,0.635451505
220,178.7335508,151.118869,0.705467941,245.8474887,9195,452.041,0.565465279,0.852259022,159.9132859,83.65384199,0.8708211,0.643592077
221,179.1585572,151.182674,0.429769134,246.2772579,9454,455.11,0.573578291,0.854335984,161.9668468,84.17758857,0.881163203,0.646294777
222,179.1585572,151.182674,0,246.2772579,9454,455.11,0.573578291,0.854335984,161.9668468,84.17758857,0.881163203,0.646294777
223,178.5891723,150.7060596,0.742536486,247.0197943,9291,456.614,0.559981756,0.858584427,161.9755623,83.0403673,0.871412493,0.666021505
224,178.8641194,149.9755286,0.780558421,247.8003528,9317,459.393,0.554775422,0.85486382,161.2541155,83.66709039,0.872705133,0.649177815
225,179.4844477,150.9115531,1.122919936,248.9232727,9452,453.356,0.577902857,0.853809255,160.7214772,83.66934657,0.888429364,0.643255751
226,178.8253813,151.0676471,0.677299,249.6005717,9180,446.84,0.577761314,0.849204079,159.1088263,84.01977048,0.87403599,0.643758766
227,178.8253813,151.0676471,0,249.6005717,9180,446.84,0.577761314,0.849204079,159.1088263,84.01977048,0.87403599,0.643758766
228,179.180511,151.2363677,0.393171431,249.9937431,9041,445.962,0.571255802,0.857205151,160.1566056,82.47666008,0.871673737,0.651181216
229,177.8368259,151.303372,1.34535472,251.3390979,9401,448.94,0.586148033,0.848104655,160.3271398,84.94592643,0.876795374,0.670829171
230,178.9377046,150.576919,1.318964681,252.6580625,9471,456.573,0.570933137,0.852493589,161.6640209,84.50787505,0.882665424,0.659908027
231,178.2128003,150.7396832,0.742952438,253.401015,9281,453.928,0.566018585,0.854004897,160.5478628,83.52742856,0.873917137,0.624899004
232,178.6472556,151.5006796,0.876280098,254.2772951,9565,459.716,0.568742392,0.846235933,161.2077076,85.89281389,0.883847718,0.650945964
233,178.6472556,151.5006796,0,254.2772951,9565,459.716,0.568742392,0.846235933,161.2077076,85.89281389,0.883847718,0.650945964
234,178.1167845,151.450575,0.53283216,254.8101272,9479,454.084,0.577696835,0.854464622,161.9581099,84.13879048,0.879639941,0.666596343
235,179.0578503,151.3653763,0.944914701,255.7550419,9248,448.602,0.577477775,0.852193095,160.1887768,83.81515984,0.876753887,0.640265854
236,178.2878885,151.833014,0.900847583,256.6558895,9396,459.782,0.558533134,0.855118626,162.2527473,84.1170784,0.870725605,0.646395157
237,177.535937,151.2278744,0.965207233,257.6210967,9141,454.199,0.556815384,0.864698932,162.3893711,81.56664006,0.873733512,0.651068376
238,178.43164,151.4236924,0.916857986,258.5379547,9311,453.918,0.56787321,0.853912793,160.8649212,83.71669888,0.877733786,0.640547606
239,177.3340899,149.9507134,1.836922271,260.374877,9252,454.447,0.562961904,0.864773535,162.9932464,81.84902417,0.887396892,0.670677782
240,179.1510135,150.8979094,2.048997676,262.4238747,9423,443.316,0.602521076,0.856833685,161.8232827,83.43493527,0.890642722,0.674372003
241,178.5849192,151.4969653,0.824215217,263.2480899,9721,450.95,0.600708842,0.847502448,161.6253093,85.78933802,0.891180785,0.65869359
242,178.9647577,151.5210057,0.380598471,263.6286884,9307,445.177,0.590138762,0.853620611,160.5718487,83.6411119,0.885284885,0.662891738
243,178.9647577,151.5210057,0,263.6286884,9307,445.177,0.590138762,0.853620611,160.5718487,83.6411119,0.885284885,0.662891738
244,178.5868458,150.7823166,0.829746326,264.4584347,9229,447.327,0.579581194,0.854833966,160.0449698,83.04759406,0.882229232,0.657336182
245,178.5868458,150.7823166,0,264.4584347,9229,447.327,0.579581194,0.854833966,160.0449698,83.04759406,0.882229232,0.657336182
246,178.5868458,150.7823166,0,264.4584347,9229,447.327,0.579581194,0.854833966,160.0449698,83.04759406,0.882229232,0.657336182
247,179.1244885,150.741008,0.539227261,264.997662,9286,447.006,0.583998643,0.846652012,158.8272063,84.51941257,0.881191877,0.635983837
248,178.8991491,151.0431768,0.376940119,265.3746021,9519,454.167,0.579922609,0.846779439,159.9967867,85.10935525,0.887717989,0.656120761
